PassengerId,Survived_pred,Prob_survived
1034,0,0.2554904795284584
1035,0,0.1533651643305799
1036,0,0.15561470113043038
1037,0,0.11516565241876742
1038,0,0.15599114990998234
1039,0,0.14592051173116502
1040,0,0.15594156561671738
1041,0,0.13110556933875345
1042,1,0.8919198934901295
1043,0,0.15523497461966515
1044,0,0.15387073303674365
1045,0,0.5087120725139123
1046,0,0.09676395090952582
1047,0,0.1436301321332539
1048,1,0.858366763151577
1049,1,0.5391137441690543
1050,0,0.15561470113043038
1051,1,0.626040390524569
1052,1,0.8627646565613291
1053,1,0.6179868918975938
1054,1,0.8659718495401358
1055,0,0.14396156404350866
1056,0,0.15461796747270615
1057,0,0.4458680436990543
1058,0,0.16966400865167702
1059,0,0.09331897076734758
1060,1,0.8598275769216964
1061,1,0.54719648923735
1062,0,0.14468444314107562
1063,0,0.15586846381826355
1064,0,0.12038093156663278
1065,0,0.15467550060484267
1066,0,0.15300496964762492
1067,1,0.9252240471519289
1068,1,0.8884685764563972
1069,0,0.26665660901417015
1070,1,0.6720480836818982
1071,1,0.6599578729740446
1072,0,0.14323887618764952
1073,0,0.24157010652260866
1074,1,0.8978128363482804
1075,0,0.1526877739209185
1076,1,0.8846940943502357
1077,0,0.156112583493511
1078,1,0.9255295245572368
1079,0,0.11385207567544836
1080,0,0.15603662808894173
1081,0,0.15396698429910227
1082,0,0.13720985472472136
1083,0,0.15593086741828108
1084,0,0.36194644317490343
1085,0,0.12898005858530157
1086,1,0.8204269290780449
1087,0,0.15048683301509824
1088,1,0.6118068113101715
1089,1,0.563322237004923
1090,0,0.14357779950397467
1091,1,0.5246665792611467
1092,1,0.8715861780934695
1093,1,0.855444973429405
1094,0,0.4109928263234083
1095,1,0.9449393278607795
1096,0,0.14097829401657602
1097,0,0.15666030714925883
1098,1,0.8397269859807935
1099,0,0.1420260569372682
1100,1,0.8589025628015441
1101,0,0.14387979618487565
1102,0,0.1743141482593349
1103,0,0.1440267373418951
1104,0,0.2517581654275064
1105,1,0.7803495437658201
1106,0,0.29199739136146724
1107,0,0.1553138407089331
1108,1,0.8629467755299308
1109,0,0.29213616986467755
1110,1,0.9001298631810951
1111,0,0.1453530361324434
1112,1,0.8670262616272377
1113,0,0.14746894671181307
1114,1,0.8562856429299844
1115,0,0.14713878937082372
1116,1,0.7948150750812085
1117,1,0.6596215395571929
1118,0,0.14454511582647114
1119,1,0.862785534529368
1120,0,0.1671901586762199
1121,0,0.14997192765973347
1122,0,0.26857577719578785
1123,1,0.8922394618693554
1124,0,0.12125896022321253
1125,0,0.1527645287454669
1126,0,0.23719527380124822
1127,0,0.14932293765269347
1128,0,0.2911657973858208
1129,0,0.17483501933073498
1130,1,0.9015849975000501
1131,1,0.9138526732932449
1132,1,0.7806352145934751
1133,1,0.8069379185122683
1134,0,0.26577708957814106
1135,0,0.14513454682513985
1136,0,0.08037641936647272
1137,0,0.16062227892506578
1138,1,0.8732650937001695
1139,0,0.10853048383349544
1140,1,0.8629098038976227
1141,1,0.6981036328627276
1142,1,0.9367803594528294
1143,0,0.14941497633782913
1144,0,0.21587355138258152
1145,0,0.14599049152461935
1146,0,0.15221574993147755
1147,0,0.14468444314107562
1148,0,0.1526877739209185
1149,0,0.1453530361324434
1150,1,0.8580217135213476
1151,0,0.147111895940497
1152,0,0.12428075049604417
1153,0,0.14721439629878016
1154,1,0.8762455314187088
1155,1,0.8398296850265575
1156,0,0.12915475811106036
1157,0,0.14514567863962902
1158,0,0.15601730791057436
1159,0,0.14468444314107562
1160,1,0.5244166161625826
1161,0,0.16069747547274268
1162,0,0.181541410622704
1163,0,0.1526877739209185
1164,1,0.8802424128509887
1165,1,0.8628457085126646
1166,0,0.1546720227303248
1167,1,0.8589849729308943
1168,0,0.14032522045427823
1169,0,0.14460170773740166
1170,0,0.1337311481848506
1171,0,0.14569025173106856
1172,1,0.5421155403565121
1173,1,0.7732217725830183
1174,1,0.862785534529368
1175,1,0.9013008992064419
1176,1,0.8337494165612743
1177,0,0.15294152121373297
1178,0,0.14428851571187254
1179,0,0.17961799013332394
1180,0,0.15467550060484267
1181,0,0.1453530361324434
1182,0,0.15611831973929255
1183,1,0.8574878670531116
1184,0,0.15467550060484267
1185,0,0.16518795792059
1186,0,0.15608900799835043
1187,0,0.14402470191480587
1188,1,0.942229059380535
1189,0,0.15598616752607564
1190,0,0.153743742846543
1191,0,0.14596672085181805
1192,0,0.14918551880526482
1193,0,0.1315956087093076
1194,0,0.11690490332824523
1195,0,0.14509360086664372
1196,1,0.862785534529368
1197,1,0.8051006200637376
1198,0,0.333237748394938
1199,1,0.7807739867085958
1200,0,0.17345445651208874
1201,0,0.4437761114419241
1202,0,0.15653399838675758
1203,0,0.1670198282808082
1204,0,0.14471761389399157
1205,1,0.8283513082712083
1206,1,0.8781020000619449
1207,1,0.8638915898885957
1208,0,0.41264724051079144
1209,0,0.15600584254450992
1210,0,0.14440793507727537
1211,0,0.14539585769853416
1212,0,0.1438653126206013
1213,0,0.15915453369809127
1214,0,0.1422059836663867
1215,0,0.15302074681259445
1216,1,0.8730981395373589
1217,0,0.1435898295228143
1218,1,0.805999380051149
1219,0,0.18367479378050866
1220,0,0.1366239521759509
1221,0,0.15040788846094774
1222,1,0.7953118972320893
1223,0,0.15587762417444032
1224,0,0.1546720227303248
1225,1,0.7866404583894596
1226,0,0.14446328785628196
1227,0,0.15399189038874483
1228,0,0.14516375005531898
1229,0,0.11713349423715395
1230,0,0.16016204169001907
1231,0,0.15467550060484267
1232,0,0.16099344381143485
1233,0,0.14891815222681623
1234,0,0.43194064441839136
1235,1,0.7396626487322426
1236,0,0.07836607223744328
1237,1,0.5760330419221292
1238,0,0.1422059836663867
1239,1,0.6175590022288652
1240,0,0.14428689859988375
1241,1,0.8831372758440935
1242,1,0.8872135674466044
1243,0,0.14097829401657602
1244,0,0.24390784557464867
1245,0,0.14257440714937467
1246,1,0.7962546525277995
1247,0,0.1554385160631435
1248,1,0.8094131418446667
1249,0,0.1451234180180045
1250,0,0.1526877739209185
1251,0,0.44455951211986244
1252,0,0.18217888614288827
1253,1,0.9142971486175947
1254,1,0.8831372758440935
1255,0,0.14549695627611145
1256,1,0.8973324714224992
1257,0,0.42622495029267154
1258,0,0.14961524389987343
1259,1,0.6567730049863816
1260,1,0.8849466716091813
1261,0,0.13020704782736603
1262,0,0.15599821091797392
1263,1,0.8615928095486459
1264,0,0.15900169240616596
1265,0,0.15549780912586264
1266,1,0.911980953945295
1267,1,0.8488358665582698
1268,0,0.3055075609344144
1269,0,0.14920098321116068
1270,0,0.15699303398709352
1271,0,0.13020911242475328
1272,0,0.1526877739209185
1273,0,0.15176997191962854
1274,1,0.5505567664487745
1275,0,0.4877427237926286
1276,0,0.1420298192234486
1277,1,0.8628876474561282
1278,0,0.1439218191753597
1279,0,0.14671615211916655
1280,0,0.1542420180536031
1281,0,0.12952061829368056
1282,0,0.16980611570231727
1283,1,0.9088004542488439
1284,1,0.5359945257398157
1285,0,0.15340206074274085
1286,0,0.05311280121856578
1287,1,0.8963981113285804
1288,0,0.1513771531122252
1289,1,0.9190591561921895
1290,0,0.14556334906641435
1291,0,0.15519486507352429
1292,1,0.8763627131605866
1293,0,0.13937890588283788
1294,1,0.9026555986049886
1295,0,0.20694433928533376
1296,0,0.2249550832803843
1297,0,0.15356287134281293
1298,0,0.14506414732804876
1299,0,0.3813139808273156
1300,1,0.862749023878645
1301,1,0.8168945082711758
1302,1,0.862785534529368
1303,1,0.8787873999809767
1304,1,0.5233176909464391
1305,0,0.1453530361324434
1306,1,0.8863687053738711
1307,0,0.15489561800276208
1308,0,0.1453530361324434
1309,0,0.11815420001091988
